player,n_early,n_late,obs_mwp_early,sim_mwp_early,clutch_early,obs_mwp_late,sim_mwp_late,clutch_late
Olga Govortsova,129,130,41.86046511627907,44.06976744186047,-2.2093023255813975,34.61538461538461,39.95,-5.33461538461539
Ons Jabeur,180,180,56.666666666666664,57.336111111111116,-0.6694444444444514,66.66666666666666,63.44722222222222,3.2194444444444343
Patty Schnyder,154,154,64.93506493506493,63.25,1.6850649350649292,51.94805194805194,50.21103896103896,1.7370129870129816
Paula Badosa,128,128,64.84375,61.27734375,3.56640625,63.28125,61.9921875,1.2890625
Pauline Parmentier,143,144,35.66433566433567,39.77972027972028,-4.115384615384613,40.27777777777778,40.263888888888886,0.013888888888892836
Petra Cetkovska,64,64,50.0,47.6484375,2.3515625,46.875,47.1015625,-0.2265625
Petra Kvitova,358,359,65.92178770949721,62.23882681564246,3.682960893854748,68.24512534818942,66.60445682451254,1.6406685236768794
Petra Martic,205,206,48.78048780487805,48.27804878048781,0.5024390243902417,50.970873786407765,49.94902912621359,1.0218446601941764
Peyton Stearns,64,65,46.875,51.5234375,-4.6484375,50.76923076923077,49.7,1.0692307692307637
Polona Hercog,170,171,45.294117647058826,45.732352941176465,-0.4382352941176393,41.52046783625731,46.438596491228076,-4.918128654970765
Qiang Wang,125,125,52.0,54.58,-2.5799999999999983,53.6,53.19200000000001,0.40799999999999415
Qinwen Zheng,98,98,61.224489795918366,58.29591836734693,2.9285714285714377,69.38775510204081,67.01530612244898,2.3724489795918373
